Cooperation Complex for Metric CooperationMetric[org.bm.blaise.scio.graph.metrics.AdditiveSubsetMetric@157f0dc] and graph 0 1 0 0 0 0 0 0 0 
1 0 1 0 0 0 1 1 0 
0 1 0 1 0 0 0 0 0 
0 0 1 0 1 0 0 0 0 
0 0 0 1 0 1 1 0 0 
0 0 0 0 1 0 0 0 0 
0 1 0 0 1 0 0 1 0 
0 1 0 0 0 0 1 0 1 
0 0 0 0 0 0 0 1 0 

Subset ; Subset Size ; Altruism ; Selfish ; All Participate/Assess ; All Participate/Partial Assess ; Partial Participate/Assess
[2, 4, 6, 7] ; 4 ; 9.438 ; 9.188 ; 19.625 ; 10.438 ; 1.000
[2, 4, 6, 8] ; 4 ; 9.688 ; 8.938 ; 19.625 ; 10.688 ; 1.000
[2, 4, 6, 9] ; 4 ; 9.188 ; 7.938 ; 19.625 ; 11.688 ; 2.500
[2, 4, 7, 8] ; 4 ; 8.438 ; 10.188 ; 19.625 ; 9.438 ; 1.000
[2, 4, 7, 9] ; 4 ; 9.438 ; 9.188 ; 19.625 ; 10.438 ; 1.000
[2, 4, 8, 9] ; 4 ; 8.188 ; 8.938 ; 19.625 ; 10.688 ; 2.500
[2, 5, 6, 7] ; 4 ; 8.000 ; 9.625 ; 19.625 ; 10.000 ; 2.000
[2, 5, 6, 8] ; 4 ; 9.250 ; 9.375 ; 19.625 ; 10.250 ; 1.000
[2, 5, 6, 9] ; 4 ; 9.250 ; 8.375 ; 19.625 ; 11.250 ; 2.000
[2, 5, 7, 8] ; 4 ; 8.000 ; 10.625 ; 19.625 ; 9.000 ; 1.000
[2, 5, 7, 9] ; 4 ; 9.000 ; 9.625 ; 19.625 ; 10.000 ; 1.000
[2, 5, 8, 9] ; 4 ; 9.250 ; 9.375 ; 19.625 ; 10.250 ; 1.000
[2, 6, 7, 8] ; 4 ; 7.500 ; 9.625 ; 19.625 ; 10.000 ; 2.500
[2, 6, 7, 9] ; 4 ; 8.500 ; 8.625 ; 19.625 ; 11.000 ; 2.500
[2, 6, 8, 9] ; 4 ; 7.000 ; 8.375 ; 19.625 ; 11.250 ; 4.250
[2, 7, 8, 9] ; 4 ; 5.750 ; 9.625 ; 19.625 ; 10.000 ; 4.250
[3, 4, 5, 6] ; 4 ; 4.063 ; 8.313 ; 19.625 ; 11.313 ; 7.250
[3, 4, 5, 7] ; 4 ; 5.813 ; 9.563 ; 19.625 ; 10.063 ; 4.250
[3, 4, 5, 8] ; 4 ; 7.813 ; 9.313 ; 19.625 ; 10.313 ; 2.500
[3, 4, 5, 9] ; 4 ; 6.313 ; 8.313 ; 19.625 ; 11.313 ; 5.000
[3, 4, 6, 7] ; 4 ; 6.813 ; 8.563 ; 19.625 ; 11.063 ; 4.250
[3, 4, 6, 8] ; 4 ; 7.063 ; 8.313 ; 19.625 ; 11.313 ; 4.250
[3, 4, 6, 9] ; 4 ; 5.063 ; 7.313 ; 19.625 ; 12.313 ; 7.250
[3, 4, 7, 8] ; 4 ; 8.063 ; 9.563 ; 19.625 ; 10.063 ; 2.000
[3, 4, 7, 9] ; 4 ; 7.563 ; 8.563 ; 19.625 ; 11.063 ; 3.500
[3, 4, 8, 9] ; 4 ; 5.188 ; 8.313 ; 19.625 ; 11.313 ; 6.125
[3, 5, 6, 7] ; 4 ; 6.375 ; 9.000 ; 19.625 ; 10.625 ; 4.250
[3, 5, 6, 8] ; 4 ; 8.375 ; 8.750 ; 19.625 ; 10.875 ; 2.500
[3, 5, 6, 9] ; 4 ; 6.875 ; 7.750 ; 19.625 ; 11.875 ; 5.000
[3, 5, 7, 8] ; 4 ; 8.625 ; 10.000 ; 19.625 ; 9.625 ; 1.000
[3, 5, 7, 9] ; 4 ; 8.125 ; 9.000 ; 19.625 ; 10.625 ; 2.500
[3, 5, 8, 9] ; 4 ; 8.375 ; 8.750 ; 19.625 ; 10.875 ; 2.500
[3, 6, 7, 8] ; 4 ; 8.625 ; 9.000 ; 19.625 ; 10.625 ; 2.000
[3, 6, 7, 9] ; 4 ; 8.125 ; 8.000 ; 19.625 ; 11.625 ; 3.500
[3, 6, 8, 9] ; 4 ; 5.750 ; 7.750 ; 19.625 ; 11.875 ; 6.125
[3, 7, 8, 9] ; 4 ; 7.125 ; 9.000 ; 19.625 ; 10.625 ; 3.500
[4, 5, 6, 7] ; 4 ; 4.313 ; 8.813 ; 19.625 ; 10.813 ; 6.500
[4, 5, 6, 8] ; 4 ; 6.563 ; 8.563 ; 19.625 ; 11.063 ; 4.500
[4, 5, 6, 9] ; 4 ; 4.563 ; 7.563 ; 19.625 ; 12.063 ; 7.500
[4, 5, 7, 8] ; 4 ; 7.313 ; 9.813 ; 19.625 ; 9.813 ; 2.500
[4, 5, 7, 9] ; 4 ; 6.313 ; 8.813 ; 19.625 ; 10.813 ; 4.500
[4, 5, 8, 9] ; 4 ; 6.563 ; 8.563 ; 19.625 ; 11.063 ; 4.500
[4, 6, 7, 8] ; 4 ; 8.313 ; 8.813 ; 19.625 ; 10.813 ; 2.500
[4, 6, 7, 9] ; 4 ; 7.313 ; 7.813 ; 19.625 ; 11.813 ; 4.500
[4, 6, 8, 9] ; 4 ; 5.563 ; 7.563 ; 19.625 ; 12.063 ; 6.500
[4, 7, 8, 9] ; 4 ; 7.313 ; 8.813 ; 19.625 ; 10.813 ; 3.500
[5, 6, 7, 8] ; 4 ; 6.125 ; 9.250 ; 19.625 ; 10.375 ; 4.250
[5, 6, 7, 9] ; 4 ; 4.875 ; 8.250 ; 19.625 ; 11.375 ; 6.500
[5, 6, 8, 9] ; 4 ; 5.125 ; 8.000 ; 19.625 ; 11.625 ; 6.500
[5, 7, 8, 9] ; 4 ; 6.125 ; 9.250 ; 19.625 ; 10.375 ; 4.250
[6, 7, 8, 9] ; 4 ; 5.250 ; 8.250 ; 19.625 ; 11.375 ; 6.125
[1, 2, 3, 4, 5] ; 5 ; 5.750 ; 11.375 ; 19.625 ; 8.250 ; 2.500
[1, 2, 3, 4, 6] ; 5 ; 5.000 ; 10.375 ; 19.625 ; 9.250 ; 4.250
[1, 2, 3, 4, 7] ; 5 ; 6.000 ; 11.625 ; 19.625 ; 8.000 ; 2.000
[1, 2, 3, 4, 8] ; 5 ; 5.750 ; 11.375 ; 19.625 ; 8.250 ; 2.500
[1, 2, 3, 4, 9] ; 5 ; 5.000 ; 10.375 ; 19.625 ; 9.250 ; 4.250
[1, 2, 3, 5, 6] ; 5 ; 6.313 ; 10.813 ; 19.625 ; 8.813 ; 2.500
[1, 2, 3, 5, 7] ; 5 ; 6.563 ; 12.063 ; 19.625 ; 7.563 ; 1.000
[1, 2, 3, 5, 8] ; 5 ; 7.813 ; 11.813 ; 19.625 ; 7.813 ; 0.000
[1, 2, 3, 5, 9] ; 5 ; 7.813 ; 10.813 ; 19.625 ; 8.813 ; 1.000
[1, 2, 3, 6, 7] ; 5 ; 6.563 ; 11.063 ; 19.625 ; 8.563 ; 2.000
[1, 2, 3, 6, 8] ; 5 ; 6.313 ; 10.813 ; 19.625 ; 8.813 ; 2.500
[1, 2, 3, 6, 9] ; 5 ; 5.563 ; 9.813 ; 19.625 ; 9.813 ; 4.250
[1, 2, 3, 7, 8] ; 5 ; 5.063 ; 12.063 ; 19.625 ; 7.563 ; 2.500
[1, 2, 3, 7, 9] ; 5 ; 6.063 ; 11.063 ; 19.625 ; 8.563 ; 2.500
[1, 2, 3, 8, 9] ; 5 ; 4.313 ; 10.813 ; 19.625 ; 8.813 ; 4.500
[1, 2, 4, 5, 6] ; 5 ; 6.500 ; 10.625 ; 19.625 ; 9.000 ; 2.500
[1, 2, 4, 5, 7] ; 5 ; 6.750 ; 11.875 ; 19.625 ; 7.750 ; 1.000
[1, 2, 4, 5, 8] ; 5 ; 8.000 ; 11.625 ; 19.625 ; 8.000 ; 0.000
[1, 2, 4, 5, 9] ; 5 ; 8.000 ; 10.625 ; 19.625 ; 9.000 ; 1.000
[1, 2, 4, 6, 7] ; 5 ; 7.750 ; 10.875 ; 19.625 ; 8.750 ; 1.000
[1, 2, 4, 6, 8] ; 5 ; 8.000 ; 10.625 ; 19.625 ; 9.000 ; 1.000
[1, 2, 4, 6, 9] ; 5 ; 7.500 ; 9.625 ; 19.625 ; 10.000 ; 2.500
[1, 2, 4, 7, 8] ; 5 ; 6.750 ; 11.875 ; 19.625 ; 7.750 ; 1.000
[1, 2, 4, 7, 9] ; 5 ; 7.750 ; 10.875 ; 19.625 ; 8.750 ; 1.000
[1, 2, 4, 8, 9] ; 5 ; 6.500 ; 10.625 ; 19.625 ; 9.000 ; 2.500
[1, 2, 5, 6, 7] ; 5 ; 6.313 ; 11.313 ; 19.625 ; 8.313 ; 2.000
[1, 2, 5, 6, 8] ; 5 ; 7.563 ; 11.063 ; 19.625 ; 8.563 ; 1.000
[1, 2, 5, 6, 9] ; 5 ; 7.563 ; 10.063 ; 19.625 ; 9.563 ; 2.000
[1, 2, 5, 7, 8] ; 5 ; 6.313 ; 12.313 ; 19.625 ; 7.313 ; 1.000
[1, 2, 5, 7, 9] ; 5 ; 7.313 ; 11.313 ; 19.625 ; 8.313 ; 1.000
[1, 2, 5, 8, 9] ; 5 ; 7.563 ; 11.063 ; 19.625 ; 8.563 ; 1.000
[1, 2, 6, 7, 8] ; 5 ; 5.813 ; 11.313 ; 19.625 ; 8.313 ; 2.500
[1, 2, 6, 7, 9] ; 5 ; 6.813 ; 10.313 ; 19.625 ; 9.313 ; 2.500
[1, 2, 6, 8, 9] ; 5 ; 5.313 ; 10.063 ; 19.625 ; 9.563 ; 4.250
[1, 2, 7, 8, 9] ; 5 ; 4.063 ; 11.313 ; 19.625 ; 8.313 ; 4.250
[1, 3, 4, 5, 6] ; 5 ; 4.625 ; 10.000 ; 19.625 ; 9.625 ; 5.000
[1, 3, 4, 5, 7] ; 5 ; 5.875 ; 11.250 ; 19.625 ; 8.375 ; 2.500
[1, 3, 4, 5, 8] ; 5 ; 7.625 ; 11.000 ; 19.625 ; 8.625 ; 1.000
[1, 3, 4, 5, 9] ; 5 ; 6.625 ; 10.000 ; 19.625 ; 9.625 ; 3.000
[1, 3, 4, 6, 7] ; 5 ; 6.875 ; 10.250 ; 19.625 ; 9.375 ; 2.500
[1, 3, 4, 6, 8] ; 5 ; 7.125 ; 10.000 ; 19.625 ; 9.625 ; 2.500
[1, 3, 4, 6, 9] ; 5 ; 5.625 ; 9.000 ; 19.625 ; 10.625 ; 5.000
[1, 3, 4, 7, 8] ; 5 ; 7.375 ; 11.250 ; 19.625 ; 8.375 ; 1.000
[1, 3, 4, 7, 9] ; 5 ; 7.375 ; 10.250 ; 19.625 ; 9.375 ; 2.000
[1, 3, 4, 8, 9] ; 5 ; 5.375 ; 10.000 ; 19.625 ; 9.625 ; 4.250
[1, 3, 5, 6, 7] ; 5 ; 6.438 ; 10.688 ; 19.625 ; 8.938 ; 2.500
[1, 3, 5, 6, 8] ; 5 ; 8.188 ; 10.438 ; 19.625 ; 9.188 ; 1.000
[1, 3, 5, 6, 9] ; 5 ; 7.188 ; 9.438 ; 19.625 ; 10.188 ; 3.000
[1, 3, 5, 7, 8] ; 5 ; 7.938 ; 11.688 ; 19.625 ; 7.938 ; 0.000
[1, 3, 5, 7, 9] ; 5 ; 7.938 ; 10.688 ; 19.625 ; 8.938 ; 1.000
[1, 3, 5, 8, 9] ; 5 ; 8.188 ; 10.438 ; 19.625 ; 9.188 ; 1.000
[1, 3, 6, 7, 8] ; 5 ; 7.938 ; 10.688 ; 19.625 ; 8.938 ; 1.000
[1, 3, 6, 7, 9] ; 5 ; 7.938 ; 9.688 ; 19.625 ; 9.938 ; 2.000
[1, 3, 6, 8, 9] ; 5 ; 5.938 ; 9.438 ; 19.625 ; 10.188 ; 4.250
[1, 3, 7, 8, 9] ; 5 ; 6.438 ; 10.688 ; 19.625 ; 8.938 ; 2.500
[1, 4, 5, 6, 7] ; 5 ; 4.875 ; 10.500 ; 19.625 ; 9.125 ; 4.250
[1, 4, 5, 6, 8] ; 5 ; 6.875 ; 10.250 ; 19.625 ; 9.375 ; 2.500
[1, 4, 5, 6, 9] ; 5 ; 5.375 ; 9.250 ; 19.625 ; 10.375 ; 5.000
[1, 4, 5, 7, 8] ; 5 ; 7.125 ; 11.500 ; 19.625 ; 8.125 ; 1.000
[1, 4, 5, 7, 9] ; 5 ; 6.625 ; 10.500 ; 19.625 ; 9.125 ; 2.500
[1, 4, 5, 8, 9] ; 5 ; 6.875 ; 10.250 ; 19.625 ; 9.375 ; 2.500
[1, 4, 6, 7, 8] ; 5 ; 8.125 ; 10.500 ; 19.625 ; 9.125 ; 1.000
[1, 4, 6, 7, 9] ; 5 ; 7.625 ; 9.500 ; 19.625 ; 10.125 ; 2.500
[1, 4, 6, 8, 9] ; 5 ; 6.125 ; 9.250 ; 19.625 ; 10.375 ; 4.250
[1, 4, 7, 8, 9] ; 5 ; 7.125 ; 10.500 ; 19.625 ; 9.125 ; 2.000
[1, 5, 6, 7, 8] ; 5 ; 6.188 ; 10.938 ; 19.625 ; 8.688 ; 2.500
[1, 5, 6, 7, 9] ; 5 ; 5.438 ; 9.938 ; 19.625 ; 9.688 ; 4.250
[1, 5, 6, 8, 9] ; 5 ; 5.688 ; 9.688 ; 19.625 ; 9.938 ; 4.250
[1, 5, 7, 8, 9] ; 5 ; 6.188 ; 10.938 ; 19.625 ; 8.688 ; 2.500
[1, 6, 7, 8, 9] ; 5 ; 5.438 ; 9.938 ; 19.625 ; 9.688 ; 4.250
[2, 3, 4, 5, 6] ; 5 ; 5.938 ; 11.188 ; 19.625 ; 8.438 ; 2.500
[2, 3, 4, 5, 7] ; 5 ; 6.188 ; 12.438 ; 19.625 ; 7.188 ; 1.000
[2, 3, 4, 5, 8] ; 5 ; 7.438 ; 12.188 ; 19.625 ; 7.438 ; 0.000
[2, 3, 4, 5, 9] ; 5 ; 7.438 ; 11.188 ; 19.625 ; 8.438 ; 1.000
[2, 3, 4, 6, 7] ; 5 ; 7.188 ; 11.438 ; 19.625 ; 8.188 ; 1.000
[2, 3, 4, 6, 8] ; 5 ; 7.438 ; 11.188 ; 19.625 ; 8.438 ; 1.000
[2, 3, 4, 6, 9] ; 5 ; 6.938 ; 10.188 ; 19.625 ; 9.438 ; 2.500
[2, 3, 4, 7, 8] ; 5 ; 6.188 ; 12.438 ; 19.625 ; 7.188 ; 1.000
[2, 3, 4, 7, 9] ; 5 ; 7.188 ; 11.438 ; 19.625 ; 8.188 ; 1.000
[2, 3, 4, 8, 9] ; 5 ; 5.938 ; 11.188 ; 19.625 ; 8.438 ; 2.500
[2, 3, 5, 6, 7] ; 5 ; 6.750 ; 11.875 ; 19.625 ; 7.750 ; 1.000
[2, 3, 5, 6, 8] ; 5 ; 8.000 ; 11.625 ; 19.625 ; 8.000 ; 0.000
[2, 3, 5, 6, 9] ; 5 ; 8.000 ; 10.625 ; 19.625 ; 9.000 ; 1.000
[2, 3, 5, 7, 8] ; 5 ; 6.750 ; 12.875 ; 19.625 ; 6.750 ; 0.000
[2, 3, 5, 7, 9] ; 5 ; 7.750 ; 11.875 ; 19.625 ; 7.750 ; 0.000
[2, 3, 5, 8, 9] ; 5 ; 8.000 ; 11.625 ; 19.625 ; 8.000 ; 0.000
[2, 3, 6, 7, 8] ; 5 ; 6.750 ; 11.875 ; 19.625 ; 7.750 ; 1.000
[2, 3, 6, 7, 9] ; 5 ; 7.750 ; 10.875 ; 19.625 ; 8.750 ; 1.000
[2, 3, 6, 8, 9] ; 5 ; 6.500 ; 10.625 ; 19.625 ; 9.000 ; 2.500
[2, 3, 7, 8, 9] ; 5 ; 5.250 ; 11.875 ; 19.625 ; 7.750 ; 2.500
[2, 4, 5, 6, 7] ; 5 ; 6.938 ; 11.688 ; 19.625 ; 7.938 ; 1.000
[2, 4, 5, 6, 8] ; 5 ; 8.188 ; 11.438 ; 19.625 ; 8.188 ; 0.000
[2, 4, 5, 6, 9] ; 5 ; 8.188 ; 10.438 ; 19.625 ; 9.188 ; 1.000
[2, 4, 5, 7, 8] ; 5 ; 6.938 ; 12.688 ; 19.625 ; 6.938 ; 0.000
[2, 4, 5, 7, 9] ; 5 ; 7.938 ; 11.688 ; 19.625 ; 7.938 ; 0.000
[2, 4, 5, 8, 9] ; 5 ; 8.188 ; 11.438 ; 19.625 ; 8.188 ; 0.000
[2, 4, 6, 7, 8] ; 5 ; 7.938 ; 11.688 ; 19.625 ; 7.938 ; 0.000
[2, 4, 6, 7, 9] ; 5 ; 8.938 ; 10.688 ; 19.625 ; 8.938 ; 0.000
[2, 4, 6, 8, 9] ; 5 ; 8.188 ; 10.438 ; 19.625 ; 9.188 ; 1.000
[2, 4, 7, 8, 9] ; 5 ; 6.938 ; 11.688 ; 19.625 ; 7.938 ; 1.000
[2, 5, 6, 7, 8] ; 5 ; 6.500 ; 12.125 ; 19.625 ; 7.500 ; 1.000
[2, 5, 6, 7, 9] ; 5 ; 7.500 ; 11.125 ; 19.625 ; 8.500 ; 1.000
[2, 5, 6, 8, 9] ; 5 ; 7.750 ; 10.875 ; 19.625 ; 8.750 ; 1.000
[2, 5, 7, 8, 9] ; 5 ; 6.500 ; 12.125 ; 19.625 ; 7.500 ; 1.000
[2, 6, 7, 8, 9] ; 5 ; 6.000 ; 11.125 ; 19.625 ; 8.500 ; 2.500
[3, 4, 5, 6, 7] ; 5 ; 4.313 ; 11.063 ; 19.625 ; 8.563 ; 4.250
[3, 4, 5, 6, 8] ; 5 ; 6.313 ; 10.813 ; 19.625 ; 8.813 ; 2.500
[3, 4, 5, 6, 9] ; 5 ; 4.813 ; 9.813 ; 19.625 ; 9.813 ; 5.000
[3, 4, 5, 7, 8] ; 5 ; 6.563 ; 12.063 ; 19.625 ; 7.563 ; 1.000
[3, 4, 5, 7, 9] ; 5 ; 6.063 ; 11.063 ; 19.625 ; 8.563 ; 2.500
[3, 4, 5, 8, 9] ; 5 ; 6.313 ; 10.813 ; 19.625 ; 8.813 ; 2.500
[3, 4, 6, 7, 8] ; 5 ; 7.563 ; 11.063 ; 19.625 ; 8.563 ; 1.000
[3, 4, 6, 7, 9] ; 5 ; 7.063 ; 10.063 ; 19.625 ; 9.563 ; 2.500
[3, 4, 6, 8, 9] ; 5 ; 5.563 ; 9.813 ; 19.625 ; 9.813 ; 4.250
[3, 4, 7, 8, 9] ; 5 ; 6.563 ; 11.063 ; 19.625 ; 8.563 ; 2.000
[3, 5, 6, 7, 8] ; 5 ; 7.125 ; 11.500 ; 19.625 ; 8.125 ; 1.000
[3, 5, 6, 7, 9] ; 5 ; 6.625 ; 10.500 ; 19.625 ; 9.125 ; 2.500
[3, 5, 6, 8, 9] ; 5 ; 6.875 ; 10.250 ; 19.625 ; 9.375 ; 2.500
[3, 5, 7, 8, 9] ; 5 ; 7.125 ; 11.500 ; 19.625 ; 8.125 ; 1.000
[3, 6, 7, 8, 9] ; 5 ; 7.125 ; 10.500 ; 19.625 ; 9.125 ; 2.000
[4, 5, 6, 7, 8] ; 5 ; 5.813 ; 11.313 ; 19.625 ; 8.313 ; 2.500
[4, 5, 6, 7, 9] ; 5 ; 4.813 ; 10.313 ; 19.625 ; 9.313 ; 4.500
[4, 5, 6, 8, 9] ; 5 ; 5.063 ; 10.063 ; 19.625 ; 9.563 ; 4.500
[4, 5, 7, 8, 9] ; 5 ; 5.813 ; 11.313 ; 19.625 ; 8.313 ; 2.500
[4, 6, 7, 8, 9] ; 5 ; 6.813 ; 10.313 ; 19.625 ; 9.313 ; 2.500
[5, 6, 7, 8, 9] ; 5 ; 4.625 ; 10.750 ; 19.625 ; 8.875 ; 4.250
[1, 2, 3, 4, 5, 6] ; 6 ; 4.250 ; 12.875 ; 19.625 ; 6.750 ; 2.500
[1, 2, 3, 4, 5, 7] ; 6 ; 4.500 ; 14.125 ; 19.625 ; 5.500 ; 1.000
[1, 2, 3, 4, 5, 8] ; 6 ; 5.750 ; 13.875 ; 19.625 ; 5.750 ; 0.000
[1, 2, 3, 4, 5, 9] ; 6 ; 5.750 ; 12.875 ; 19.625 ; 6.750 ; 1.000
[1, 2, 3, 4, 6, 7] ; 6 ; 5.500 ; 13.125 ; 19.625 ; 6.500 ; 1.000
[1, 2, 3, 4, 6, 8] ; 6 ; 5.750 ; 12.875 ; 19.625 ; 6.750 ; 1.000
[1, 2, 3, 4, 6, 9] ; 6 ; 5.250 ; 11.875 ; 19.625 ; 7.750 ; 2.500
[1, 2, 3, 4, 7, 8] ; 6 ; 4.500 ; 14.125 ; 19.625 ; 5.500 ; 1.000
[1, 2, 3, 4, 7, 9] ; 6 ; 5.500 ; 13.125 ; 19.625 ; 6.500 ; 1.000
[1, 2, 3, 4, 8, 9] ; 6 ; 4.250 ; 12.875 ; 19.625 ; 6.750 ; 2.500
[1, 2, 3, 5, 6, 7] ; 6 ; 5.063 ; 13.563 ; 19.625 ; 6.063 ; 1.000
[1, 2, 3, 5, 6, 8] ; 6 ; 6.313 ; 13.313 ; 19.625 ; 6.313 ; 0.000
[1, 2, 3, 5, 6, 9] ; 6 ; 6.313 ; 12.313 ; 19.625 ; 7.313 ; 1.000
[1, 2, 3, 5, 7, 8] ; 6 ; 5.063 ; 14.563 ; 19.625 ; 5.063 ; 0.000
[1, 2, 3, 5, 7, 9] ; 6 ; 6.063 ; 13.563 ; 19.625 ; 6.063 ; 0.000
[1, 2, 3, 5, 8, 9] ; 6 ; 6.313 ; 13.313 ; 19.625 ; 6.313 ; 0.000
[1, 2, 3, 6, 7, 8] ; 6 ; 5.063 ; 13.563 ; 19.625 ; 6.063 ; 1.000
[1, 2, 3, 6, 7, 9] ; 6 ; 6.063 ; 12.563 ; 19.625 ; 7.063 ; 1.000
[1, 2, 3, 6, 8, 9] ; 6 ; 4.813 ; 12.313 ; 19.625 ; 7.313 ; 2.500
[1, 2, 3, 7, 8, 9] ; 6 ; 3.563 ; 13.563 ; 19.625 ; 6.063 ; 2.500
[1, 2, 4, 5, 6, 7] ; 6 ; 5.250 ; 13.375 ; 19.625 ; 6.250 ; 1.000
[1, 2, 4, 5, 6, 8] ; 6 ; 6.500 ; 13.125 ; 19.625 ; 6.500 ; 0.000
[1, 2, 4, 5, 6, 9] ; 6 ; 6.500 ; 12.125 ; 19.625 ; 7.500 ; 1.000
[1, 2, 4, 5, 7, 8] ; 6 ; 5.250 ; 14.375 ; 19.625 ; 5.250 ; 0.000
[1, 2, 4, 5, 7, 9] ; 6 ; 6.250 ; 13.375 ; 19.625 ; 6.250 ; 0.000
[1, 2, 4, 5, 8, 9] ; 6 ; 6.500 ; 13.125 ; 19.625 ; 6.500 ; 0.000
[1, 2, 4, 6, 7, 8] ; 6 ; 6.250 ; 13.375 ; 19.625 ; 6.250 ; 0.000
[1, 2, 4, 6, 7, 9] ; 6 ; 7.250 ; 12.375 ; 19.625 ; 7.250 ; 0.000
[1, 2, 4, 6, 8, 9] ; 6 ; 6.500 ; 12.125 ; 19.625 ; 7.500 ; 1.000
[1, 2, 4, 7, 8, 9] ; 6 ; 5.250 ; 13.375 ; 19.625 ; 6.250 ; 1.000
[1, 2, 5, 6, 7, 8] ; 6 ; 4.813 ; 13.813 ; 19.625 ; 5.813 ; 1.000
[1, 2, 5, 6, 7, 9] ; 6 ; 5.813 ; 12.813 ; 19.625 ; 6.813 ; 1.000
[1, 2, 5, 6, 8, 9] ; 6 ; 6.063 ; 12.563 ; 19.625 ; 7.063 ; 1.000
[1, 2, 5, 7, 8, 9] ; 6 ; 4.813 ; 13.813 ; 19.625 ; 5.813 ; 1.000
[1, 2, 6, 7, 8, 9] ; 6 ; 4.313 ; 12.813 ; 19.625 ; 6.813 ; 2.500
[1, 3, 4, 5, 6, 7] ; 6 ; 4.375 ; 12.750 ; 19.625 ; 6.875 ; 2.500
[1, 3, 4, 5, 6, 8] ; 6 ; 6.125 ; 12.500 ; 19.625 ; 7.125 ; 1.000
[1, 3, 4, 5, 6, 9] ; 6 ; 5.125 ; 11.500 ; 19.625 ; 8.125 ; 3.000
[1, 3, 4, 5, 7, 8] ; 6 ; 5.875 ; 13.750 ; 19.625 ; 5.875 ; 0.000
[1, 3, 4, 5, 7, 9] ; 6 ; 5.875 ; 12.750 ; 19.625 ; 6.875 ; 1.000
[1, 3, 4, 5, 8, 9] ; 6 ; 6.125 ; 12.500 ; 19.625 ; 7.125 ; 1.000
[1, 3, 4, 6, 7, 8] ; 6 ; 6.875 ; 12.750 ; 19.625 ; 6.875 ; 0.000
[1, 3, 4, 6, 7, 9] ; 6 ; 6.875 ; 11.750 ; 19.625 ; 7.875 ; 1.000
[1, 3, 4, 6, 8, 9] ; 6 ; 5.625 ; 11.500 ; 19.625 ; 8.125 ; 2.500
[1, 3, 4, 7, 8, 9] ; 6 ; 5.875 ; 12.750 ; 19.625 ; 6.875 ; 1.000
[1, 3, 5, 6, 7, 8] ; 6 ; 6.438 ; 13.188 ; 19.625 ; 6.438 ; 0.000
[1, 3, 5, 6, 7, 9] ; 6 ; 6.438 ; 12.188 ; 19.625 ; 7.438 ; 1.000
[1, 3, 5, 6, 8, 9] ; 6 ; 6.688 ; 11.938 ; 19.625 ; 7.688 ; 1.000
[1, 3, 5, 7, 8, 9] ; 6 ; 6.438 ; 13.188 ; 19.625 ; 6.438 ; 0.000
[1, 3, 6, 7, 8, 9] ; 6 ; 6.438 ; 12.188 ; 19.625 ; 7.438 ; 1.000
[1, 4, 5, 6, 7, 8] ; 6 ; 5.625 ; 13.000 ; 19.625 ; 6.625 ; 1.000
[1, 4, 5, 6, 7, 9] ; 6 ; 5.125 ; 12.000 ; 19.625 ; 7.625 ; 2.500
[1, 4, 5, 6, 8, 9] ; 6 ; 5.375 ; 11.750 ; 19.625 ; 7.875 ; 2.500
[1, 4, 5, 7, 8, 9] ; 6 ; 5.625 ; 13.000 ; 19.625 ; 6.625 ; 1.000
[1, 4, 6, 7, 8, 9] ; 6 ; 6.625 ; 12.000 ; 19.625 ; 7.625 ; 1.000
[1, 5, 6, 7, 8, 9] ; 6 ; 4.688 ; 12.438 ; 19.625 ; 7.188 ; 2.500
[2, 3, 4, 5, 6, 7] ; 6 ; 4.688 ; 13.938 ; 19.625 ; 5.688 ; 1.000
[2, 3, 4, 5, 6, 8] ; 6 ; 5.938 ; 13.688 ; 19.625 ; 5.938 ; 0.000
[2, 3, 4, 5, 6, 9] ; 6 ; 5.938 ; 12.688 ; 19.625 ; 6.938 ; 1.000
[2, 3, 4, 5, 7, 8] ; 6 ; 4.688 ; 14.938 ; 19.625 ; 4.688 ; 0.000
[2, 3, 4, 5, 7, 9] ; 6 ; 5.688 ; 13.938 ; 19.625 ; 5.688 ; 0.000
[2, 3, 4, 5, 8, 9] ; 6 ; 5.938 ; 13.688 ; 19.625 ; 5.938 ; 0.000
[2, 3, 4, 6, 7, 8] ; 6 ; 5.688 ; 13.938 ; 19.625 ; 5.688 ; 0.000
[2, 3, 4, 6, 7, 9] ; 6 ; 6.688 ; 12.938 ; 19.625 ; 6.688 ; 0.000
[2, 3, 4, 6, 8, 9] ; 6 ; 5.938 ; 12.688 ; 19.625 ; 6.938 ; 1.000
[2, 3, 4, 7, 8, 9] ; 6 ; 4.688 ; 13.938 ; 19.625 ; 5.688 ; 1.000
[2, 3, 5, 6, 7, 8] ; 6 ; 5.250 ; 14.375 ; 19.625 ; 5.250 ; 0.000
[2, 3, 5, 6, 7, 9] ; 6 ; 6.250 ; 13.375 ; 19.625 ; 6.250 ; 0.000
[2, 3, 5, 6, 8, 9] ; 6 ; 6.500 ; 13.125 ; 19.625 ; 6.500 ; 0.000
[2, 3, 5, 7, 8, 9] ; 6 ; 5.250 ; 14.375 ; 19.625 ; 5.250 ; 0.000
[2, 3, 6, 7, 8, 9] ; 6 ; 5.250 ; 13.375 ; 19.625 ; 6.250 ; 1.000
