Cooperation Complex for Metric CooperationMetric[org.bm.blaise.scio.graph.metrics.AdditiveSubsetMetric@157f0dc] and graph 0 1 0 0 0 0 0 0 0 
1 0 1 0 0 0 1 1 0 
0 1 0 1 0 0 0 0 0 
0 0 1 0 1 0 0 0 0 
0 0 0 1 0 1 1 0 0 
0 0 0 0 1 0 0 0 0 
0 1 0 0 1 0 0 1 0 
0 1 0 0 0 0 1 0 1 
0 0 0 0 0 0 0 1 0 

Subset ; Subset Size ; Altruism ; Selfish ; All Participate/Assess ; All Participate/Partial Assess ; Partial Participate/Assess
[2, 5, 6, 7, 8, 9] ; 6 ; 3.000 ; -3.000 ; 2.000 ; 5.000 ; 2.000
[3, 4, 5, 6, 7, 8] ; 6 ; 4.000 ; -4.000 ; 2.000 ; 6.000 ; 2.000
[3, 4, 5, 6, 7, 9] ; 6 ; 4.000 ; -4.000 ; 2.000 ; 6.000 ; 2.000
[3, 4, 5, 6, 8, 9] ; 6 ; 4.000 ; -4.000 ; 2.000 ; 6.000 ; 2.000
[3, 4, 5, 7, 8, 9] ; 6 ; 4.000 ; -4.000 ; 2.000 ; 6.000 ; 2.000
[3, 4, 6, 7, 8, 9] ; 6 ; 6.000 ; -6.000 ; 2.000 ; 8.000 ; 2.000
[3, 5, 6, 7, 8, 9] ; 6 ; 5.000 ; -5.000 ; 2.000 ; 7.000 ; 2.000
[4, 5, 6, 7, 8, 9] ; 6 ; 3.000 ; -3.000 ; 2.000 ; 5.000 ; 2.000
[1, 2, 3, 4, 5, 6, 7] ; 7 ; 2.000 ; -2.000 ; 2.000 ; 4.000 ; 2.000
[1, 2, 3, 4, 5, 6, 8] ; 7 ; 4.000 ; -2.000 ; 2.000 ; 4.000 ; 0.000
[1, 2, 3, 4, 5, 6, 9] ; 7 ; 4.000 ; -4.000 ; 2.000 ; 6.000 ; 2.000
[1, 2, 3, 4, 5, 7, 8] ; 7 ; 2.000 ; 0.000 ; 2.000 ; 2.000 ; 0.000
[1, 2, 3, 4, 5, 7, 9] ; 7 ; 4.000 ; -2.000 ; 2.000 ; 4.000 ; 0.000
[1, 2, 3, 4, 5, 8, 9] ; 7 ; 4.000 ; -2.000 ; 2.000 ; 4.000 ; 0.000
[1, 2, 3, 4, 6, 7, 8] ; 7 ; 4.000 ; -2.000 ; 2.000 ; 4.000 ; 0.000
[1, 2, 3, 4, 6, 7, 9] ; 7 ; 6.000 ; -4.000 ; 2.000 ; 6.000 ; 0.000
[1, 2, 3, 4, 6, 8, 9] ; 7 ; 4.000 ; -4.000 ; 2.000 ; 6.000 ; 2.000
[1, 2, 3, 4, 7, 8, 9] ; 7 ; 2.000 ; -2.000 ; 2.000 ; 4.000 ; 2.000
[1, 2, 3, 5, 6, 7, 8] ; 7 ; 3.000 ; -1.000 ; 2.000 ; 3.000 ; 0.000
[1, 2, 3, 5, 6, 7, 9] ; 7 ; 5.000 ; -3.000 ; 2.000 ; 5.000 ; 0.000
[1, 2, 3, 5, 6, 8, 9] ; 7 ; 5.000 ; -3.000 ; 2.000 ; 5.000 ; 0.000
[1, 2, 3, 5, 7, 8, 9] ; 7 ; 3.000 ; -1.000 ; 2.000 ; 3.000 ; 0.000
[1, 2, 3, 6, 7, 8, 9] ; 7 ; 3.000 ; -3.000 ; 2.000 ; 5.000 ; 2.000
[1, 2, 4, 5, 6, 7, 8] ; 7 ; 3.000 ; -1.000 ; 2.000 ; 3.000 ; 0.000
[1, 2, 4, 5, 6, 7, 9] ; 7 ; 5.000 ; -3.000 ; 2.000 ; 5.000 ; 0.000
[1, 2, 4, 5, 6, 8, 9] ; 7 ; 5.000 ; -3.000 ; 2.000 ; 5.000 ; 0.000
[1, 2, 4, 5, 7, 8, 9] ; 7 ; 3.000 ; -1.000 ; 2.000 ; 3.000 ; 0.000
[1, 2, 4, 6, 7, 8, 9] ; 7 ; 5.000 ; -3.000 ; 2.000 ; 5.000 ; 0.000
[1, 2, 5, 6, 7, 8, 9] ; 7 ; 2.000 ; -2.000 ; 2.000 ; 4.000 ; 2.000
[1, 3, 4, 5, 6, 7, 8] ; 7 ; 5.000 ; -3.000 ; 2.000 ; 5.000 ; 0.000
[1, 3, 4, 5, 6, 7, 9] ; 7 ; 5.000 ; -5.000 ; 2.000 ; 7.000 ; 2.000
[1, 3, 4, 5, 6, 8, 9] ; 7 ; 5.000 ; -5.000 ; 2.000 ; 7.000 ; 2.000
[1, 3, 4, 5, 7, 8, 9] ; 7 ; 5.000 ; -3.000 ; 2.000 ; 5.000 ; 0.000
[1, 3, 4, 6, 7, 8, 9] ; 7 ; 7.000 ; -5.000 ; 2.000 ; 7.000 ; 0.000
[1, 3, 5, 6, 7, 8, 9] ; 7 ; 6.000 ; -4.000 ; 2.000 ; 6.000 ; 0.000
[1, 4, 5, 6, 7, 8, 9] ; 7 ; 4.000 ; -4.000 ; 2.000 ; 6.000 ; 2.000
[2, 3, 4, 5, 6, 7, 8] ; 7 ; 2.000 ; 0.000 ; 2.000 ; 2.000 ; 0.000
[2, 3, 4, 5, 6, 7, 9] ; 7 ; 4.000 ; -2.000 ; 2.000 ; 4.000 ; 0.000
[2, 3, 4, 5, 6, 8, 9] ; 7 ; 4.000 ; -2.000 ; 2.000 ; 4.000 ; 0.000
[2, 3, 4, 5, 7, 8, 9] ; 7 ; 2.000 ; 0.000 ; 2.000 ; 2.000 ; 0.000
[2, 3, 4, 6, 7, 8, 9] ; 7 ; 4.000 ; -2.000 ; 2.000 ; 4.000 ; 0.000
[2, 3, 5, 6, 7, 8, 9] ; 7 ; 3.000 ; -1.000 ; 2.000 ; 3.000 ; 0.000
[2, 4, 5, 6, 7, 8, 9] ; 7 ; 3.000 ; -1.000 ; 2.000 ; 3.000 ; 0.000
[3, 4, 5, 6, 7, 8, 9] ; 7 ; 3.000 ; -3.000 ; 2.000 ; 5.000 ; 2.000
[1, 2, 3, 4, 5, 6, 7, 8] ; 8 ; 1.000 ; 1.000 ; 2.000 ; 1.000 ; 0.000
[1, 2, 3, 4, 5, 6, 7, 9] ; 8 ; 3.000 ; -1.000 ; 2.000 ; 3.000 ; 0.000
[1, 2, 3, 4, 5, 6, 8, 9] ; 8 ; 3.000 ; -1.000 ; 2.000 ; 3.000 ; 0.000
[1, 2, 3, 4, 5, 7, 8, 9] ; 8 ; 1.000 ; 1.000 ; 2.000 ; 1.000 ; 0.000
[1, 2, 3, 4, 6, 7, 8, 9] ; 8 ; 3.000 ; -1.000 ; 2.000 ; 3.000 ; 0.000
[1, 2, 3, 5, 6, 7, 8, 9] ; 8 ; 2.000 ; 0.000 ; 2.000 ; 2.000 ; 0.000
[1, 2, 4, 5, 6, 7, 8, 9] ; 8 ; 2.000 ; 0.000 ; 2.000 ; 2.000 ; 0.000
[1, 3, 4, 5, 6, 7, 8, 9] ; 8 ; 4.000 ; -2.000 ; 2.000 ; 4.000 ; 0.000
[2, 3, 4, 5, 6, 7, 8, 9] ; 8 ; 1.000 ; 1.000 ; 2.000 ; 1.000 ; 0.000
[1, 2, 3, 4, 5, 6, 7, 8, 9] ; 9 ; 0.000 ; 2.000 ; 2.000 ; 0.000 ; 0.000
Cooperation Complex for Metric CooperationMetric[org.bm.blaise.scio.graph.metrics.AdditiveSubsetMetric@16a55fa] and graph 0 1 0 0 0 0 0 0 0 
1 0 1 0 0 0 1 1 0 
0 1 0 1 0 0 0 0 0 
0 0 1 0 1 0 0 0 0 
0 0 0 1 0 1 1 0 0 
0 0 0 0 1 0 0 0 0 
0 1 0 0 1 0 0 1 0 
0 1 0 0 0 0 1 0 1 
0 0 0 0 0 0 0 1 0 

Subset ; Subset Size ; Altruism ; Selfish ; All Participate/Assess ; All Participate/Partial Assess ; Partial Participate/Assess
[] ; 0 ; 0.000 ; 0.000 ; 19.625 ; 19.625 ; 19.625
[1] ; 1 ; 1.688 ; 1.688 ; 19.625 ; 17.938 ; 16.250
[2] ; 1 ; 6.063 ; 2.875 ; 19.625 ; 16.750 ; 10.688
[3] ; 1 ; 2.625 ; 2.250 ; 19.625 ; 17.375 ; 14.750
[4] ; 1 ; 2.438 ; 2.063 ; 19.625 ; 17.563 ; 15.125
[5] ; 1 ; 4.750 ; 2.500 ; 19.625 ; 17.125 ; 12.375
[6] ; 1 ; 1.500 ; 1.500 ; 19.625 ; 18.125 ; 16.625
[7] ; 1 ; 4.156 ; 2.750 ; 19.625 ; 16.875 ; 12.719
[8] ; 1 ; 4.500 ; 2.500 ; 19.625 ; 17.125 ; 12.625
[9] ; 1 ; 1.500 ; 1.500 ; 19.625 ; 18.125 ; 16.625
[1, 2] ; 2 ; 4.375 ; 4.563 ; 19.625 ; 15.063 ; 10.688
[1, 3] ; 2 ; 3.688 ; 3.938 ; 19.625 ; 15.688 ; 12.000
[1, 4] ; 2 ; 3.875 ; 3.750 ; 19.625 ; 15.875 ; 12.000
[1, 5] ; 2 ; 6.063 ; 4.188 ; 19.625 ; 15.438 ; 9.375
[1, 6] ; 2 ; 3.063 ; 3.188 ; 19.625 ; 16.438 ; 13.375
[1, 7] ; 2 ; 5.156 ; 4.438 ; 19.625 ; 15.188 ; 10.031
[1, 8] ; 2 ; 5.438 ; 4.188 ; 19.625 ; 15.438 ; 10.000
[1, 9] ; 2 ; 2.938 ; 3.188 ; 19.625 ; 16.438 ; 13.500
[2, 3] ; 2 ; 6.000 ; 5.125 ; 19.625 ; 14.500 ; 8.500
[2, 4] ; 2 ; 8.563 ; 4.938 ; 19.625 ; 14.688 ; 6.125
[2, 5] ; 2 ; 10.750 ; 5.375 ; 19.625 ; 14.250 ; 3.500
[2, 6] ; 2 ; 7.188 ; 4.375 ; 19.625 ; 15.250 ; 8.063
[2, 7] ; 2 ; 8.750 ; 5.625 ; 19.625 ; 14.000 ; 5.250
[2, 8] ; 2 ; 7.750 ; 5.375 ; 19.625 ; 14.250 ; 6.500
[2, 9] ; 2 ; 6.625 ; 4.375 ; 19.625 ; 15.250 ; 8.625
[3, 4] ; 2 ; 3.313 ; 4.313 ; 19.625 ; 15.313 ; 12.000
[3, 5] ; 2 ; 7.625 ; 4.750 ; 19.625 ; 14.875 ; 7.250
[3, 6] ; 2 ; 3.875 ; 3.750 ; 19.625 ; 15.875 ; 12.000
[3, 7] ; 2 ; 7.875 ; 5.000 ; 19.625 ; 14.625 ; 6.750
[3, 8] ; 2 ; 6.375 ; 4.750 ; 19.625 ; 14.875 ; 8.500
[3, 9] ; 2 ; 3.875 ; 3.750 ; 19.625 ; 15.875 ; 12.000
[4, 5] ; 2 ; 5.063 ; 4.563 ; 19.625 ; 15.063 ; 10.000
[4, 6] ; 2 ; 3.313 ; 3.563 ; 19.625 ; 16.063 ; 12.750
[4, 7] ; 2 ; 7.313 ; 4.813 ; 19.625 ; 14.813 ; 7.500
[4, 8] ; 2 ; 6.563 ; 4.563 ; 19.625 ; 15.063 ; 8.500
[4, 9] ; 2 ; 3.813 ; 3.563 ; 19.625 ; 16.063 ; 12.250
[5, 6] ; 2 ; 3.250 ; 4.000 ; 19.625 ; 15.625 ; 12.375
[5, 7] ; 2 ; 5.750 ; 5.250 ; 19.625 ; 14.375 ; 8.625
[5, 8] ; 2 ; 8.125 ; 5.000 ; 19.625 ; 14.625 ; 6.500
[5, 9] ; 2 ; 5.875 ; 4.000 ; 19.625 ; 15.625 ; 9.750
[6, 7] ; 2 ; 4.688 ; 4.250 ; 19.625 ; 15.375 ; 10.688
[6, 8] ; 2 ; 5.625 ; 4.000 ; 19.625 ; 15.625 ; 10.000
[6, 9] ; 2 ; 2.875 ; 3.000 ; 19.625 ; 16.625 ; 13.750
[7, 8] ; 2 ; 6.313 ; 5.250 ; 19.625 ; 14.375 ; 8.063
[7, 9] ; 2 ; 4.875 ; 4.250 ; 19.625 ; 15.375 ; 10.500
[8, 9] ; 2 ; 3.000 ; 4.000 ; 19.625 ; 15.625 ; 12.625
[1, 2, 3] ; 3 ; 4.313 ; 6.813 ; 19.625 ; 12.813 ; 8.500
[1, 2, 4] ; 3 ; 6.875 ; 6.625 ; 19.625 ; 13.000 ; 6.125
[1, 2, 5] ; 3 ; 9.063 ; 7.063 ; 19.625 ; 12.563 ; 3.500
[1, 2, 6] ; 3 ; 5.500 ; 6.063 ; 19.625 ; 13.563 ; 8.063
[1, 2, 7] ; 3 ; 7.063 ; 7.313 ; 19.625 ; 12.313 ; 5.250
[1, 2, 8] ; 3 ; 6.063 ; 7.063 ; 19.625 ; 12.563 ; 6.500
[1, 2, 9] ; 3 ; 4.938 ; 6.063 ; 19.625 ; 13.563 ; 8.625
[1, 3, 4] ; 3 ; 4.250 ; 6.000 ; 19.625 ; 13.625 ; 9.375
[1, 3, 5] ; 3 ; 8.188 ; 6.438 ; 19.625 ; 13.188 ; 5.000
[1, 3, 6] ; 3 ; 4.813 ; 5.438 ; 19.625 ; 14.188 ; 9.375
[1, 3, 7] ; 3 ; 7.938 ; 6.688 ; 19.625 ; 12.938 ; 5.000
[1, 3, 8] ; 3 ; 6.688 ; 6.438 ; 19.625 ; 13.188 ; 6.500
[1, 3, 9] ; 3 ; 4.688 ; 5.438 ; 19.625 ; 14.188 ; 9.500
[1, 4, 5] ; 3 ; 6.125 ; 6.250 ; 19.625 ; 13.375 ; 7.250
[1, 4, 6] ; 3 ; 4.625 ; 5.250 ; 19.625 ; 14.375 ; 9.750
[1, 4, 7] ; 3 ; 7.875 ; 6.500 ; 19.625 ; 13.125 ; 5.250
[1, 4, 8] ; 3 ; 7.250 ; 6.250 ; 19.625 ; 13.375 ; 6.125
[1, 4, 9] ; 3 ; 5.000 ; 5.250 ; 19.625 ; 14.375 ; 9.375
[1, 5, 6] ; 3 ; 4.563 ; 5.688 ; 19.625 ; 13.938 ; 9.375
[1, 5, 7] ; 3 ; 6.563 ; 6.938 ; 19.625 ; 12.688 ; 6.125
[1, 5, 8] ; 3 ; 8.688 ; 6.688 ; 19.625 ; 12.938 ; 4.250
[1, 5, 9] ; 3 ; 6.938 ; 5.688 ; 19.625 ; 13.938 ; 7.000
[1, 6, 7] ; 3 ; 5.625 ; 5.938 ; 19.625 ; 13.688 ; 8.063
[1, 6, 8] ; 3 ; 6.438 ; 5.688 ; 19.625 ; 13.938 ; 7.500
[1, 6, 9] ; 3 ; 4.188 ; 4.688 ; 19.625 ; 14.938 ; 10.750
[1, 7, 8] ; 3 ; 6.563 ; 6.938 ; 19.625 ; 12.688 ; 6.125
[1, 7, 9] ; 3 ; 5.625 ; 5.938 ; 19.625 ; 13.688 ; 8.063
[1, 8, 9] ; 3 ; 3.938 ; 5.688 ; 19.625 ; 13.938 ; 10.000
[2, 3, 4] ; 3 ; 6.313 ; 7.188 ; 19.625 ; 12.438 ; 6.125
[2, 3, 5] ; 3 ; 9.500 ; 7.625 ; 19.625 ; 12.000 ; 2.500
[2, 3, 6] ; 3 ; 6.875 ; 6.625 ; 19.625 ; 13.000 ; 6.125
[2, 3, 7] ; 3 ; 8.250 ; 7.875 ; 19.625 ; 11.750 ; 3.500
[2, 3, 8] ; 3 ; 7.500 ; 7.625 ; 19.625 ; 12.000 ; 4.500
[2, 3, 9] ; 3 ; 6.500 ; 6.625 ; 19.625 ; 13.000 ; 6.500
[2, 4, 5] ; 3 ; 9.688 ; 7.438 ; 19.625 ; 12.188 ; 2.500
[2, 4, 6] ; 3 ; 8.938 ; 6.438 ; 19.625 ; 13.188 ; 4.250
[2, 4, 7] ; 3 ; 9.938 ; 7.688 ; 19.625 ; 11.938 ; 2.000
[2, 4, 8] ; 3 ; 9.688 ; 7.438 ; 19.625 ; 12.188 ; 2.500
[2, 4, 9] ; 3 ; 8.938 ; 6.438 ; 19.625 ; 13.188 ; 4.250
[2, 5, 6] ; 3 ; 9.250 ; 6.875 ; 19.625 ; 12.750 ; 3.500
[2, 5, 7] ; 3 ; 9.500 ; 8.125 ; 19.625 ; 11.500 ; 2.000
[2, 5, 8] ; 3 ; 10.750 ; 7.875 ; 19.625 ; 11.750 ; 1.000
[2, 5, 9] ; 3 ; 10.750 ; 6.875 ; 19.625 ; 12.750 ; 2.000
[2, 6, 7] ; 3 ; 9.000 ; 7.125 ; 19.625 ; 12.500 ; 3.500
[2, 6, 8] ; 3 ; 8.500 ; 6.875 ; 19.625 ; 12.750 ; 4.250
[2, 6, 9] ; 3 ; 7.625 ; 5.875 ; 19.625 ; 13.750 ; 6.125
[2, 7, 8] ; 3 ; 7.250 ; 8.125 ; 19.625 ; 11.500 ; 4.250
[2, 7, 9] ; 3 ; 8.250 ; 7.125 ; 19.625 ; 12.500 ; 4.250
[2, 8, 9] ; 3 ; 6.250 ; 6.875 ; 19.625 ; 12.750 ; 6.500
[3, 4, 5] ; 3 ; 5.563 ; 6.813 ; 19.625 ; 12.813 ; 7.250
[3, 4, 6] ; 3 ; 4.063 ; 5.813 ; 19.625 ; 13.813 ; 9.750
[3, 4, 7] ; 3 ; 7.313 ; 7.063 ; 19.625 ; 12.563 ; 5.250
[3, 4, 8] ; 3 ; 6.688 ; 6.813 ; 19.625 ; 12.813 ; 6.125
[3, 4, 9] ; 3 ; 4.438 ; 5.813 ; 19.625 ; 13.813 ; 9.375
[3, 5, 6] ; 3 ; 6.125 ; 6.250 ; 19.625 ; 13.375 ; 7.250
[3, 5, 7] ; 3 ; 7.875 ; 7.500 ; 19.625 ; 12.125 ; 4.250
[3, 5, 8] ; 3 ; 9.875 ; 7.250 ; 19.625 ; 12.375 ; 2.500
[3, 5, 9] ; 3 ; 8.375 ; 6.250 ; 19.625 ; 13.375 ; 5.000
[3, 6, 7] ; 3 ; 7.875 ; 6.500 ; 19.625 ; 13.125 ; 5.250
[3, 6, 8] ; 3 ; 7.250 ; 6.250 ; 19.625 ; 13.375 ; 6.125
[3, 6, 9] ; 3 ; 5.000 ; 5.250 ; 19.625 ; 14.375 ; 9.375
[3, 7, 8] ; 3 ; 8.625 ; 7.500 ; 19.625 ; 12.125 ; 3.500
[3, 7, 9] ; 3 ; 8.125 ; 6.500 ; 19.625 ; 13.125 ; 5.000
[3, 8, 9] ; 3 ; 4.875 ; 6.250 ; 19.625 ; 13.375 ; 8.500
[4, 5, 6] ; 3 ; 3.563 ; 6.063 ; 19.625 ; 13.563 ; 10.000
[4, 5, 7] ; 3 ; 5.813 ; 7.313 ; 19.625 ; 12.313 ; 6.500
[4, 5, 8] ; 3 ; 8.063 ; 7.063 ; 19.625 ; 12.563 ; 4.500
[4, 5, 9] ; 3 ; 6.063 ; 6.063 ; 19.625 ; 13.563 ; 7.500
[4, 6, 7] ; 3 ; 6.813 ; 6.313 ; 19.625 ; 13.313 ; 6.500
[4, 6, 8] ; 3 ; 7.063 ; 6.063 ; 19.625 ; 13.563 ; 6.500
[4, 6, 9] ; 3 ; 4.563 ; 5.063 ; 19.625 ; 14.563 ; 10.000
[4, 7, 8] ; 3 ; 8.813 ; 7.313 ; 19.625 ; 12.313 ; 3.500
[4, 7, 9] ; 3 ; 7.813 ; 6.313 ; 19.625 ; 13.313 ; 5.500
[4, 8, 9] ; 3 ; 5.063 ; 6.063 ; 19.625 ; 13.563 ; 8.500
[5, 6, 7] ; 3 ; 4.250 ; 6.750 ; 19.625 ; 12.875 ; 8.625
[5, 6, 8] ; 3 ; 6.625 ; 6.500 ; 19.625 ; 13.125 ; 6.500
[5, 6, 9] ; 3 ; 4.375 ; 5.500 ; 19.625 ; 14.125 ; 9.750
[5, 7, 8] ; 3 ; 7.625 ; 7.750 ; 19.625 ; 11.875 ; 4.250
[5, 7, 9] ; 3 ; 6.375 ; 6.750 ; 19.625 ; 12.875 ; 6.500
[5, 8, 9] ; 3 ; 6.625 ; 6.500 ; 19.625 ; 13.125 ; 6.500
[6, 7, 8] ; 3 ; 6.750 ; 6.750 ; 19.625 ; 12.875 ; 6.125
[6, 7, 9] ; 3 ; 5.375 ; 5.750 ; 19.625 ; 13.875 ; 8.500
[6, 8, 9] ; 3 ; 4.125 ; 5.500 ; 19.625 ; 14.125 ; 10.000
[7, 8, 9] ; 3 ; 4.813 ; 6.750 ; 19.625 ; 12.875 ; 8.063
[1, 2, 3, 4] ; 4 ; 4.625 ; 8.875 ; 19.625 ; 10.750 ; 6.125
[1, 2, 3, 5] ; 4 ; 7.813 ; 9.313 ; 19.625 ; 10.313 ; 2.500
[1, 2, 3, 6] ; 4 ; 5.188 ; 8.313 ; 19.625 ; 11.313 ; 6.125
[1, 2, 3, 7] ; 4 ; 6.563 ; 9.563 ; 19.625 ; 10.063 ; 3.500
[1, 2, 3, 8] ; 4 ; 5.813 ; 9.313 ; 19.625 ; 10.313 ; 4.500
[1, 2, 3, 9] ; 4 ; 4.813 ; 8.313 ; 19.625 ; 11.313 ; 6.500
[1, 2, 4, 5] ; 4 ; 8.000 ; 9.125 ; 19.625 ; 10.500 ; 2.500
[1, 2, 4, 6] ; 4 ; 7.250 ; 8.125 ; 19.625 ; 11.500 ; 4.250
[1, 2, 4, 7] ; 4 ; 8.250 ; 9.375 ; 19.625 ; 10.250 ; 2.000
[1, 2, 4, 8] ; 4 ; 8.000 ; 9.125 ; 19.625 ; 10.500 ; 2.500
[1, 2, 4, 9] ; 4 ; 7.250 ; 8.125 ; 19.625 ; 11.500 ; 4.250
[1, 2, 5, 6] ; 4 ; 7.563 ; 8.563 ; 19.625 ; 11.063 ; 3.500
[1, 2, 5, 7] ; 4 ; 7.813 ; 9.813 ; 19.625 ; 9.813 ; 2.000
[1, 2, 5, 8] ; 4 ; 9.063 ; 9.563 ; 19.625 ; 10.063 ; 1.000
[1, 2, 5, 9] ; 4 ; 9.063 ; 8.563 ; 19.625 ; 11.063 ; 2.000
[1, 2, 6, 7] ; 4 ; 7.313 ; 8.813 ; 19.625 ; 10.813 ; 3.500
[1, 2, 6, 8] ; 4 ; 6.813 ; 8.563 ; 19.625 ; 11.063 ; 4.250
[1, 2, 6, 9] ; 4 ; 5.938 ; 7.563 ; 19.625 ; 12.063 ; 6.125
[1, 2, 7, 8] ; 4 ; 5.563 ; 9.813 ; 19.625 ; 9.813 ; 4.250
[1, 2, 7, 9] ; 4 ; 6.563 ; 8.813 ; 19.625 ; 10.813 ; 4.250
[1, 2, 8, 9] ; 4 ; 4.563 ; 8.563 ; 19.625 ; 11.063 ; 6.500
[1, 3, 4, 5] ; 4 ; 6.125 ; 8.500 ; 19.625 ; 11.125 ; 5.000
[1, 3, 4, 6] ; 4 ; 4.875 ; 7.500 ; 19.625 ; 12.125 ; 7.250
[1, 3, 4, 7] ; 4 ; 7.375 ; 8.750 ; 19.625 ; 10.875 ; 3.500
[1, 3, 4, 8] ; 4 ; 6.875 ; 8.500 ; 19.625 ; 11.125 ; 4.250
[1, 3, 4, 9] ; 4 ; 5.125 ; 7.500 ; 19.625 ; 12.125 ; 7.000
[1, 3, 5, 6] ; 4 ; 6.688 ; 7.938 ; 19.625 ; 11.688 ; 5.000
[1, 3, 5, 7] ; 4 ; 7.938 ; 9.188 ; 19.625 ; 10.438 ; 2.500
[1, 3, 5, 8] ; 4 ; 9.688 ; 8.938 ; 19.625 ; 10.688 ; 1.000
[1, 3, 5, 9] ; 4 ; 8.688 ; 7.938 ; 19.625 ; 11.688 ; 3.000
[1, 3, 6, 7] ; 4 ; 7.938 ; 8.188 ; 19.625 ; 11.438 ; 3.500
[1, 3, 6, 8] ; 4 ; 7.438 ; 7.938 ; 19.625 ; 11.688 ; 4.250
[1, 3, 6, 9] ; 4 ; 5.688 ; 6.938 ; 19.625 ; 12.688 ; 7.000
[1, 3, 7, 8] ; 4 ; 7.938 ; 9.188 ; 19.625 ; 10.438 ; 2.500
[1, 3, 7, 9] ; 4 ; 7.938 ; 8.188 ; 19.625 ; 11.438 ; 3.500
[1, 3, 8, 9] ; 4 ; 5.188 ; 7.938 ; 19.625 ; 11.688 ; 6.500
[1, 4, 5, 6] ; 4 ; 4.625 ; 7.750 ; 19.625 ; 11.875 ; 7.250
[1, 4, 5, 7] ; 4 ; 6.375 ; 9.000 ; 19.625 ; 10.625 ; 4.250
[1, 4, 5, 8] ; 4 ; 8.375 ; 8.750 ; 19.625 ; 10.875 ; 2.500
[1, 4, 5, 9] ; 4 ; 6.875 ; 7.750 ; 19.625 ; 11.875 ; 5.000
[1, 4, 6, 7] ; 4 ; 7.375 ; 8.000 ; 19.625 ; 11.625 ; 4.250
[1, 4, 6, 8] ; 4 ; 7.625 ; 7.750 ; 19.625 ; 11.875 ; 4.250
[1, 4, 6, 9] ; 4 ; 5.625 ; 6.750 ; 19.625 ; 12.875 ; 7.250
[1, 4, 7, 8] ; 4 ; 8.625 ; 9.000 ; 19.625 ; 10.625 ; 2.000
[1, 4, 7, 9] ; 4 ; 8.125 ; 8.000 ; 19.625 ; 11.625 ; 3.500
[1, 4, 8, 9] ; 4 ; 5.750 ; 7.750 ; 19.625 ; 11.875 ; 6.125
[1, 5, 6, 7] ; 4 ; 5.063 ; 8.438 ; 19.625 ; 11.188 ; 6.125
[1, 5, 6, 8] ; 4 ; 7.188 ; 8.188 ; 19.625 ; 11.438 ; 4.250
[1, 5, 6, 9] ; 4 ; 5.438 ; 7.188 ; 19.625 ; 12.438 ; 7.000
[1, 5, 7, 8] ; 4 ; 7.688 ; 9.438 ; 19.625 ; 10.188 ; 2.500
[1, 5, 7, 9] ; 4 ; 6.938 ; 8.438 ; 19.625 ; 11.188 ; 4.250
[1, 5, 8, 9] ; 4 ; 7.188 ; 8.188 ; 19.625 ; 11.438 ; 4.250
[1, 6, 7, 8] ; 4 ; 6.938 ; 8.438 ; 19.625 ; 11.188 ; 4.250
[1, 6, 7, 9] ; 4 ; 6.063 ; 7.438 ; 19.625 ; 12.188 ; 6.125
[1, 6, 8, 9] ; 4 ; 4.938 ; 7.188 ; 19.625 ; 12.438 ; 7.500
[1, 7, 8, 9] ; 4 ; 5.063 ; 8.438 ; 19.625 ; 11.188 ; 6.125
[2, 3, 4, 5] ; 4 ; 7.438 ; 9.688 ; 19.625 ; 9.938 ; 2.500
[2, 3, 4, 6] ; 4 ; 6.688 ; 8.688 ; 19.625 ; 10.938 ; 4.250
[2, 3, 4, 7] ; 4 ; 7.688 ; 9.938 ; 19.625 ; 9.688 ; 2.000
[2, 3, 4, 8] ; 4 ; 7.438 ; 9.688 ; 19.625 ; 9.938 ; 2.500
[2, 3, 4, 9] ; 4 ; 6.688 ; 8.688 ; 19.625 ; 10.938 ; 4.250
[2, 3, 5, 6] ; 4 ; 8.000 ; 9.125 ; 19.625 ; 10.500 ; 2.500
[2, 3, 5, 7] ; 4 ; 8.250 ; 10.375 ; 19.625 ; 9.250 ; 1.000
[2, 3, 5, 8] ; 4 ; 9.500 ; 10.125 ; 19.625 ; 9.500 ; 0.000
[2, 3, 5, 9] ; 4 ; 9.500 ; 9.125 ; 19.625 ; 10.500 ; 1.000
[2, 3, 6, 7] ; 4 ; 8.250 ; 9.375 ; 19.625 ; 10.250 ; 2.000
[2, 3, 6, 8] ; 4 ; 8.000 ; 9.125 ; 19.625 ; 10.500 ; 2.500
[2, 3, 6, 9] ; 4 ; 7.250 ; 8.125 ; 19.625 ; 11.500 ; 4.250
[2, 3, 7, 8] ; 4 ; 6.750 ; 10.375 ; 19.625 ; 9.250 ; 2.500
[2, 3, 7, 9] ; 4 ; 7.750 ; 9.375 ; 19.625 ; 10.250 ; 2.500
[2, 3, 8, 9] ; 4 ; 6.000 ; 9.125 ; 19.625 ; 10.500 ; 4.500
[2, 4, 5, 6] ; 4 ; 8.188 ; 8.938 ; 19.625 ; 10.688 ; 2.500
[2, 4, 5, 7] ; 4 ; 8.438 ; 10.188 ; 19.625 ; 9.438 ; 1.000
[2, 4, 5, 8] ; 4 ; 9.688 ; 9.938 ; 19.625 ; 9.688 ; 0.000
[2, 4, 5, 9] ; 4 ; 9.688 ; 8.938 ; 19.625 ; 10.688 ; 1.000
